water_pay,respondent,research_asst_name,water_used_season,_bamboo_dataset_id,_deleted_at,water_point_condition,_xform_id_string,other_point_1km,_attachments,communities_villages,end,animal_number,water_point_id,start,water_connected,water_manager_name,_status,enum_id_1,water_lift_mechanism,districts_divisions,_uuid,grid,date,formhub/uuid,road_available,water_functioning,_submission_time,signal,water_source_type,_geolocation,water_point_image,water_point_geocode,deviceid,locations_wards,water_manager,water_developer,_id,animal_point,water_mechanism_plate,water_lift_mechanism_type,road_type,water_mechanism_plate_units,water_mechanism_plate_no,water_not_functioning,water_source_type_other,simserial,subscriberid
no,community,Salifu Baba,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355470408757.jpg'],Bandem,2012-12-14T07:49:16.995Z,10_to_50,XXX,2012-12-14T07:29:55.380Z,no,Agesikum Atibil,submitted_via_web,14,yes,upper_east,93ac8f4cf67b4c8aa085e50be9963f03,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:09:31,low,protected_well,"['10.66748683', '-1.29961056']",1355470408757.jpg,10.66748683 -1.29961056 232.39999389648438 5.0,355047040129266,builsa,community,local_autority,406849,yes,no,manual_power,gravel dirt,,,,,,
no,community,Salifu Baba,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355471025185.jpg'],Bandem,2012-12-14T07:48:14.206Z,50_to_500,AF4962,2012-12-14T07:42:16.953Z,no,Peter Afelik,submitted_via_web,14,yes,upper_east,725a9f687994425f980a1fd6ac7eb7d5,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:09:38,low,borehole,"['10.66556206', '-1.2957711']",1355471025185.jpg,10.66556206 -1.2957711 236.3000030517578 5.0,355047040129266,builsa,community,local_autority,406850,yes,no,hand_pump,gravel dirt,,,,,,
no,community,Salifu Baba,year_round,,,broken,_08_Water_points_CV,yes,['north_ghana/attachments/1355471967617.jpg'],Bandem,2012-12-14T08:01:41.436Z,,XXX,2012-12-14T07:57:44.161Z,no,Akpapun Yeri,submitted_via_web,14,yes,upper_east,a60bc1c143cb45da91783f5c50883e3d,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,no,2012-12-19 03:09:48,low,unprotected_well,"['10.67112164', '-1.29291226']",1355471967617.jpg,10.67112164 -1.29291226 232.1999969482422 5.0,355047040129266,builsa,individual,individual,406851,no,no,manual_power,gravel dirt,,,water_source_dry under_construction,,,
no,community,Salifu Baba,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355472539890.jpg'],Bandem,2012-12-14T08:11:41.562Z,10_to_50,XxxX,2012-12-14T08:05:30.589Z,no,James Ajawuri,submitted_via_web,14,yes,upper_east,be787f649b2947af9d194acb76d1efef,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:09:55,low,protected_well,"['10.67261594', '-1.29106798']",1355472539890.jpg,10.67261594 -1.29106798 233.8000030517578 5.0,355047040129266,builsa,community,local_autority,406852,yes,no,manual_power,dirt,,,,,,
no,community,Salifu Baba,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355473209167.jpg'],Bandem,2012-12-14T08:21:44.380Z,,XXX,2012-12-14T08:15:52.945Z,no,Imoro  A.,submitted_via_web,14,yes,upper_east,688c5a99991546ef9bdf37de7f310509,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,no,2012-12-19 03:10:02,low,protected_well,"['10.6740765', '-1.29100817']",1355473209167.jpg,10.6740765 -1.29100817 231.10000610351563 5.0,355047040129266,builsa,community,local_autority,406853,no,no,manual_power,dirt,,,water_source_dry,,,
no,community,Salifu Baba,another_pattern,,,broken,_08_Water_points_CV,yes,['north_ghana/attachments/1355473607586.jpg'],Bandem,2012-12-14T08:28:58.846Z,,XXX,2012-12-14T08:25:04.764Z,no,Achila yeri,submitted_via_web,14,yes,upper_east,2631f383e8f04a97a9de57cc0ca77a4a,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,no,2012-12-19 03:10:08,low,unprotected_well,"['10.66974365', '-1.29267237']",1355473607586.jpg,10.66974365 -1.29267237 237.0 5.0,355047040129266,builsa,individual,individual,406854,no,no,manual_power,dirt,,,water_source_dry,,,
no,community,Salifu Baba,year_round,,,newly_constructed,_08_Water_points_CV,yes,['north_ghana/attachments/1355474166171.jpg'],Bandem,2012-12-14T08:40:08.925Z,50_to_500,6105,2012-12-14T08:34:16.297Z,no,Philemon Atibil,submitted_via_web,14,yes,upper_east,8f006e78d7d4403786c808df840ce48f,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:10:11,low,borehole,"['10.66794046', '-1.28942818']",1355474166171.jpg,10.66794046 -1.28942818 237.5 5.0,355047040129266,builsa,community,local_autority,406855,yes,no,hand_pump,gravel dirt,,,,,,
no,community,Salifu Baba,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355481057317.jpg'],Jagsa,2012-12-14T10:32:58.718Z,50_to_500,XXX,2012-12-14T10:27:20.053Z,no,Ayomah Ayarik,submitted_via_web,14,yes,upper_east,6510679a69994dedb576e7398bd99da1,connected_to_grid,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:10:22,high,unprotected_well,"['10.57059678', '-1.31657866']",1355481057317.jpg,10.57059678 -1.31657866 237.1999969482422 5.0,355047040129266,builsa,individual,individual,406856,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355481637591.jpg'],Jagsa,2012-12-14T10:43:24.425Z,50_to_500,XXX,2012-12-14T10:39:11.514Z,no,Adjuitei Apagrinchang,submitted_via_web,14,yes,upper_east,d42cf40d2fa3469b93ff894e6a133342,grid_within_500_m,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:10:33,high,borehole,"['10.57258766', '-1.31319588']",1355481637591.jpg,10.57258766 -1.31319588 232.1999969482422 5.0,355047040129266,builsa,community,local_autority,406857,yes,no,manual_power,gravel dirt,,,,,,
no,community,Salifu Baba,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355482500356.jpg'],Jagsa,2012-12-14T10:57:36.212Z,10_to_50,XXX,2012-12-14T10:52:24.307Z,no,Ateng Apolisa,submitted_via_web,14,yes,upper_east,b2bc5f788488462f9ce7e162e918661c,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-12-19 03:10:40,high,unprotected_well,"['10.5835022', '-1.30470636']",1355482500356.jpg,10.5835022 -1.30470636 233.8000030517578 5.0,355047040129266,builsa,individual,individual,406858,yes,no,manual_power,,,,,,,
no,community,Sa,year_round,,,newly_constructed,_08_Water_points_CV,yes,['north_ghana/attachments/1355482781112.jpg'],Jagsa,2012-12-14T11:02:10.964Z,10_to_50,XXX,2012-12-14T10:57:45.718Z,no,Ateng Apolisa,submitted_via_web,14,yes,upper_east,e33ae6ac1a954fcba1285317513c68f3,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-12-19 03:10:45,high,protected_well,"['10.58332358', '-1.30549633']",1355482781112.jpg,10.58332358 -1.30549633 234.3000030517578 5.0,355047040129266,builsa,individual,individual,406859,yes,no,manual_power,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355483001658.jpg'],Jagsa,2012-12-14T11:05:31.575Z,10_to_50,XXX,2012-12-14T11:02:19.218Z,no,Ateng Apolisa,submitted_via_web,14,yes,upper_east,6ad24142051a4bc69bbffc62216231c5,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-12-19 03:10:52,high,unprotected_well,"['10.58310754', '-1.30601948']",1355483001658.jpg,10.58310754 -1.30601948 233.3000030517578 5.0,355047040129266,builsa,individual,individual,406860,yes,no,manual_power,,,,,,,
no,community,Salifu Baba,wet_season,,,broken,_08_Water_points_CV,yes,['north_ghana/attachments/1355483742720.jpg'],Jagsa,2012-12-14T11:18:01.355Z,,XXX,2012-12-14T11:12:14.006Z,no,Ateng Aka-zeng,submitted_via_web,14,yes,upper_east,78f995bf0b884c3da216d83fc155e93b,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-12-19 03:10:57,high,unprotected_well,"['10.58173089', '-1.30745736']",1355483742720.jpg,10.58173089 -1.30745736 213.89999389648438 5.0,355047040129266,builsa,individual,individual,406861,no,no,manual_power,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355484230347.jpg'],Jagsa,2012-12-14T11:25:41.996Z,,XXX,2012-12-14T11:22:29.027Z,no,Amoak  Asanka,submitted_via_web,14,yes,upper_east,1c3a9c7c2b3a43d18d7f78c3332516d3,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-12-19 03:11:03,high,unprotected_well,"['10.57734127', '-1.30428643']",1355484230347.jpg,10.57734127 -1.30428643 222.0 5.0,355047040129266,builsa,individual,individual,406862,no,no,manual_power,,,,,,,
no,community,Salifu Baba,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355484808110.jpg'],Jagsa,2012-12-14T11:35:14.718Z,10_to_50,XXX,2012-12-14T11:29:27.235Z,yes,Anaam Ayaribil,submitted_via_web,14,yes,upper_east,00637bd196494957a31912e3eb2390b4,grid_within_500_m,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:11:10,high,unprotected_well,"['10.57449512', '-1.30704135']",1355484808110.jpg,10.57449512 -1.30704135 229.60000610351563 5.0,355047040129266,builsa,individual,individual,406863,yes,no,manual_power,dirt,,,,,,
no,community,Salifu Baba,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355485886838.jpg'],Jagsa,2012-12-14T11:53:57.698Z,10_to_50,XXX,2012-12-14T11:38:35.456Z,no,Apameda Akisiboa,submitted_via_web,14,yes,upper_east,b87b2e8909ca40219600a1dd6a733573,grid_within_500_m,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:11:16,high,unprotected_well,"['10.57081522', '-1.30158628']",1355485886838.jpg,10.57081522 -1.30158628 224.8000030517578 5.0,355047040129266,builsa,individual,individual,406864,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355486328690.jpg'],Jagsa,2012-12-14T12:01:12.675Z,10_to_50,XXX,2012-12-14T11:57:19.440Z,no,Adjuik-diok  A.,submitted_via_web,14,yes,upper_east,2fb6fda0095142ed9cc01526bc70cf93,grid_within_500_m,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:11:19,high,unprotected_well,"['10.56885744', '-1.3037301']",1355486328690.jpg,10.56885744 -1.3037301 227.3000030517578 5.0,355047040129266,builsa,individual,individual,406865,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,cannot_determine,,,under_construction,_08_Water_points_CV,yes,['north_ghana/attachments/1355486911456.jpg'],Jagsa,2012-12-14T12:10:14.412Z,,XXX,2012-12-14T12:07:20.907Z,no,XXX,submitted_via_web,14,yes,upper_east,dfddce50716f4301b08167b79a7c1a83,grid_within_500_m,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,no,2012-12-19 03:11:27,high,borehole,"['10.56813548', '-1.30261171']",1355486911456.jpg,10.56813548 -1.30261171 226.0 5.0,355047040129266,builsa,community,local_autority,406866,no,no,hand_pump,gravel dirt,,,under_construction,,,
no,community,Sa,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355487444034.jpg'],Jagsa,2012-12-14T12:19:32.098Z,10_to_50,XXX,2012-12-14T12:16:10.836Z,no,Abaapo  A.,submitted_via_web,14,yes,upper_east,232b0f4374234943a1e0bb3ad84707d1,grid_within_500_m,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:11:36,high,unprotected_well,"['10.56746008', '-1.30226626']",1355487444034.jpg,10.56746008 -1.30226626 218.89999389648438 5.0,355047040129266,builsa,individual,individual,406867,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355488924733.jpg'],Jagsa,2012-12-14T12:45:02.688Z,10_to_50,XXX,2012-12-14T12:39:36.084Z,no,Ako-fidek Adaanikum,submitted_via_web,14,yes,upper_east,d741d28a59484615affd457732c4340c,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-12-19 03:11:43,high,unprotected_well,"['10.56409684', '-1.31107082']",1355488924733.jpg,10.56409684 -1.31107082 232.39999389648438 5.0,355047040129266,builsa,individual,individual,406868,yes,no,manual_power,,,,,,,
no,community,Salifu Baba,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355489487724.jpg'],Jagsa,2012-12-14T12:55:19.460Z,10_to_50,XXX,2012-12-14T12:49:33.521Z,no,Amanka Adamba,submitted_via_web,14,yes,upper_east,2ed14532cf734046b9aae8470fe889e6,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:11:54,high,unprotected_well,"['10.55972569', '-1.30943983']",1355489487724.jpg,10.55972569 -1.30943983 230.5 5.0,355047040129266,builsa,individual,individual,406869,yes,no,manual_power,gravel dirt,,,,,,
no,community,Salifu,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355490401672.jpg'],Jagsa,2012-12-14T13:09:30.965Z,10_to_50,XXX,2012-12-14T13:04:28.985Z,no,Akanbangkum Ayiipo,submitted_via_web,14,yes,upper_east,fc2e93aceb3042f8be785b6ea2a48df5,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,no,2012-12-19 03:12:03,high,unprotected_well,"['10.55655139', '-1.30583875']",1355490401672.jpg,10.55655139 -1.30583875 222.89999389648438 5.0,355047040129266,builsa,individual,individual,406870,yes,no,manual_power,gravel dirt,,,water_source_dry,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355491237517.jpg'],Jagsa,2012-12-14T13:22:57.368Z,50_to_500,XXX,2012-12-14T13:18:41.696Z,no,Adjuikmonik Akanfechaab,submitted_via_web,14,yes,upper_east,fed400fa4cc74efba24f640593065653,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:12:07,high,unprotected_well,"['10.55148078', '-1.30408276']",1355491237517.jpg,10.55148078 -1.30408276 218.5 5.0,355047040129266,builsa,individual,individual,406871,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355491906842.jpg'],Jagsa,2012-12-14T13:35:01.273Z,50_to_500,XXX,2012-12-14T13:30:13.882Z,no,Akumasi  Akande,submitted_via_web,14,yes,upper_east,ddf5628e479246afabcf6e624e65b9be,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:12:17,high,unprotected_well,"['10.55718545', '-1.30146631']",1355491906842.jpg,10.55718545 -1.30146631 228.1999969482422 5.0,355047040129266,builsa,individual,individual,406872,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355492453988.jpg'],Jagsa,2012-12-14T13:42:58.302Z,10_to_50,XXX,2012-12-14T13:39:36.794Z,no,Anyagombey Agaawei,submitted_via_web,14,yes,upper_east,e67eb3d88c074c458e2baf13bfeaf4d9,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:12:20,high,unprotected_well,"['10.561055', '-1.29809167']",1355492453988.jpg,10.561055 -1.29809167 214.39999389648438 5.0,355047040129266,builsa,individual,individual,406873,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355493531342.jpg'],Jagsa,2012-12-14T14:00:51.517Z,10_to_50,XXX,2012-12-14T13:57:32.884Z,no,Agalisi Adocta,submitted_via_web,14,yes,upper_east,586b7faad3044c1c975860736a00dec3,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:12:31,high,unprotected_well,"['10.55701371', '-1.29852958']",1355493531342.jpg,10.55701371 -1.29852958 216.60000610351563 5.0,355047040129266,builsa,individual,individual,406874,yes,no,manual_power,gravel dirt,,,,,,
no,community,Salifu Baba,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355493988344.jpg'],Jagsa,2012-12-14T14:09:21.075Z,10_to_50,XXX,2012-12-14T14:04:30.416Z,no,Akamaaroa  Ajaab-biik,submitted_via_web,14,yes,upper_east,452b288cd4d74cc894cf35848053ce3e,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:12:36,high,unprotected_well,"['10.556069', '-1.29650682']",1355493988344.jpg,10.556069 -1.29650682 215.60000610351563 5.0,355047040129266,builsa,individual,individual,406875,yes,no,manual_power,gravel dirt,,,,,,
no,community,Salifu Baba,cannot_determine,,,under_construction,_08_Water_points_CV,yes,['north_ghana/attachments/1355494614092.jpg'],Jagsa,2012-12-14T14:19:24.806Z,,XXX,2012-12-14T14:13:55.312Z,no,XXX,submitted_via_web,14,na_dn,upper_east,a87a81869df24d74b55d8f10bfa6263a,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,no,2012-12-19 03:12:39,high,borehole,"['10.55492097', '-1.29734982']",1355494614092.jpg,10.55492097 -1.29734982 196.39999389648438 5.0,355047040129266,builsa,community,local_autority,406876,no,,,gravel dirt,,,under_construction,,,
no,community,Salifu Baba,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355495517833.jpg'],Jagsa,2012-12-14T14:34:16.764Z,10_to_50,XXX,2012-12-14T14:30:24.088Z,no,Akaatiba A.,submitted_via_web,14,yes,upper_east,51739e9aeb7d4c61b2755cc7b37dacb4,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:12:49,high,unprotected_well,"['10.55179144', '-1.29505624']",1355495517833.jpg,10.55179144 -1.29505624 208.5 5.0,355047040129266,builsa,individual,individual,406878,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355495727387.jpg'],Jagsa,2012-12-14T14:37:58.318Z,50_to_500,XXX,2012-12-14T14:34:24.141Z,no,Alugbasi A.,submitted_via_web,14,yes,upper_east,d1ab5dd24611405ea254bfe7747512a2,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:12:56,high,borehole,"['10.5516931', '-1.29507292']",1355495727387.jpg,10.5516931 -1.29507292 203.1999969482422 5.0,355047040129266,builsa,community,local_autority,406879,yes,no,hand_pump,gravel dirt,,,,,,
no,community,Salifu  Baba,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355496160102.jpg'],Jagsa,2012-12-14T14:46:30.795Z,50_to_500,XXX,2012-12-14T14:38:11.830Z,no,Alugbasi A.,submitted_via_web,14,yes,upper_east,6176008fbe064f9f834917d8eef8518c,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:12:59,high,unprotected_well,"['10.54949318', '-1.29389546']",1355496160102.jpg,10.54949318 -1.29389546 217.60000610351563 5.0,355047040129266,builsa,individual,individual,406880,yes,no,manual_power,dirt,,,,,,
no,community,Salifu Baba,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355497033909.jpg'],Jagsa,2012-12-14T15:00:34.823Z,10_to_50,XXX,2012-12-14T14:55:59.893Z,no,Anyog-bey Azong,submitted_via_web,14,yes,upper_east,d29882bfc1f349a79955124cbbaa4110,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:13:06,high,unprotected_well,"['10.54359596', '-1.29681224']",1355497033909.jpg,10.54359596 -1.29681224 213.89999389648438 5.0,355047040129266,builsa,individual,individual,406881,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355497793909.jpg'],Jagsa,2012-12-14T15:11:57.107Z,10_to_50,XXX,2012-12-14T15:09:01.920Z,no,Asaarik Amwalow,submitted_via_web,14,yes,upper_east,9c63ffbabba5497c82e5cd2b49a0d8f9,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:13:13,high,unprotected_well,"['10.54382663', '-1.30205364']",1355497793909.jpg,10.54382663 -1.30205364 223.89999389648438 5.0,355047040129266,builsa,individual,individual,406882,yes,no,manual_power,gravel dirt,,,,,,
no,community,Salifu,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355498262017.jpg'],Jagsa,2012-12-14T15:19:51.363Z,10_to_50,XXX,2012-12-14T15:15:53.055Z,no,Anmaakisi Ayagka,submitted_via_web,14,yes,upper_east,b826286ff9684785bce2e65c1ad63c85,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-12-19 03:13:19,high,unprotected_well,"['10.54147336', '-1.30091915']",1355498262017.jpg,10.54147336 -1.30091915 210.8000030517578 5.0,355047040129266,builsa,individual,individual,406883,yes,no,manual_power,,,,,,,
no,community,Salifu Baba,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355498932981.jpg'],Jagsa,2012-12-14T15:31:25.413Z,50_to_500,XXX,2012-12-14T15:23:37.874Z,no,Alug-chaab  Agominaab,submitted_via_web,14,yes,upper_east,f07870d5119a49f5a8e86afd65c4f383,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-12-19 03:13:31,high,unprotected_well,"['10.5451119', '-1.30516441']",1355498932981.jpg,10.5451119 -1.30516441 220.60000610351563 5.0,355047040129266,builsa,individual,individual,406884,yes,no,manual_power,,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355499447981.jpg'],Jagsa,2012-12-14T15:39:27.366Z,50_to_500,XXX,2012-12-14T15:36:29.840Z,no,Anaalimbey Agomlnaab,submitted_via_web,14,yes,upper_east,1e2c798b49634fe9a09a224d66b98414,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,no,yes,2012-12-19 03:13:34,high,unprotected_well,"['10.54678907', '-1.30204762']",1355499447981.jpg,10.54678907 -1.30204762 217.8000030517578 5.0,355047040129266,builsa,individual,individual,406885,yes,no,manual_power,,,,,,,
no,community,Sa,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355499901024.jpg'],Jagsa,2012-12-14T15:52:25.859Z,10_to_50,XXX,2012-12-14T15:44:12.887Z,no,Asandem Adumkpak,submitted_via_web,14,yes,upper_east,d4e29dc0dc754d14befb139171da5c73,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:13:41,high,unprotected_well,"['10.54978765', '-1.30595024']",1355499901024.jpg,10.54978765 -1.30595024 220.8000030517578 5.0,355047040129266,builsa,individual,individual,406886,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355500142347.jpg'],Jagsa,2012-12-14T15:51:14.170Z,10_to_50,XXX,2012-12-14T15:46:37.517Z,no,Asandem Adumkpak,submitted_via_web,14,yes,upper_east,a9b41eea50f1484bbf16abf20333b8a7,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:13:46,high,unprotected_well,"['10.54952388', '-1.30650266']",1355500142347.jpg,10.54952388 -1.30650266 216.5 5.0,355047040129266,builsa,individual,individual,406887,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355500738351.jpg'],Jagsa,2012-12-14T16:01:10.736Z,50_to_500,XXX,2012-12-14T15:58:03.869Z,no,Ajaagumdu Abaazuk,submitted_via_web,14,yes,upper_east,39bf0c6a6e324953ab01756b910e7653,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:13:52,high,unprotected_well,"['10.5434585', '-1.31181678']",1355500738351.jpg,10.5434585 -1.31181678 237.3000030517578 5.0,355047040129266,builsa,individual,individual,406888,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355501094142.jpg'],Jagsa,2012-12-14T16:06:49.767Z,50_to_500,XXX,2012-12-14T16:04:01.193Z,no,Ajaagumdu Abaazuk,submitted_via_web,14,yes,upper_east,977d30406b384523ba3d855181e53bd3,na_dn,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:13:58,high,unprotected_well,"['10.54257392', '-1.31133559']",1355501094142.jpg,10.54257392 -1.31133559 209.6999969482422 5.0,355047040129266,builsa,individual,individual,406889,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355501606134.jpg'],Jagsa,2012-12-14T16:15:52.085Z,,XXX,2012-12-14T16:12:08.381Z,no,Adumkpak A.,submitted_via_web,14,yes,upper_east,889c520ca9744f2ca6c8082ddc3e3f89,grid_within_500_m,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,no,2012-12-19 03:14:01,high,unprotected_well,"['10.53840003', '-1.31455323']",1355501606134.jpg,10.53840003 -1.31455323 220.8000030517578 5.0,355047040129266,builsa,individual,individual,406890,no,no,manual_power,gravel dirt,,,water_source_dry,,,
no,community,Sa,year_round,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355502206543.jpg'],Jagsa,2012-12-14T16:25:37.937Z,50_to_500,XXX,2012-12-14T16:22:27.861Z,no,Asakori Akabaana,submitted_via_web,14,yes,upper_east,8b401f91141643e39b8a8a9e2f2e0c6e,grid_within_500_m,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,yes,2012-12-19 03:14:07,high,unprotected_well,"['10.52530493', '-1.30717203']",1355502206543.jpg,10.52530493 -1.30717203 223.1999969482422 5.0,355047040129266,builsa,individual,individual,406891,yes,no,manual_power,gravel dirt,,,,,,
no,community,Sa,wet_season,,,functioning,_08_Water_points_CV,yes,['north_ghana/attachments/1355502615659.jpg'],Jagsa,2012-12-14T16:32:33.370Z,,XXX,2012-12-14T16:28:12.553Z,no,Agoanya  Amelifu,submitted_via_web,14,yes,upper_east,f6552c0f06594211931a95e2d9ce6465,grid_within_500_m,2012-12-14 00:00:00,4d41d54d134c4bfa9078571addd819b9,yes,no,2012-12-19 03:14:10,high,unprotected_well,"['10.5237358', '-1.30565914']",1355502615659.jpg,10.5237358 -1.30565914 215.3000030517578 5.0,355047040129266,builsa,individual,individual,406892,no,no,manual_power,gravel dirt,,,water_source_dry,,,
